Title,Author_URL,Author_Name,App_Version,Rating,Review,Date
Very good,https://itunes.apple.com/us/reviews/id431578092,Bgbeastmode,1.11,5,Amazing great prices,2017-08-15 00:05:10
Dope!!!! 5 stars,https://itunes.apple.com/us/reviews/id208517435,YoungnFresh,1.11,5,"The best shoe app. out right now, got every shoe that I need.. I've order 3 shoes from GOAT... perfect name.. lol all shoes was new and correct..",2017-08-14 19:27:03
I need help with finishing my purchase!!!,https://itunes.apple.com/us/reviews/id494795076,Haiiest,1.11,4,"when i click to buy now it said my payment info is not valid and i used Paypal, i can buy many things with my paypal but cannot finish the purchase on GOAT.. Pls help!!",2017-08-14 15:27:10
Hero,https://itunes.apple.com/us/reviews/id412940747,Swag MastR343,1.11,5,This app is what I've been waiting for finally they are cracking down on the fakes.,2017-08-13 15:17:49
"Very Useful app,but kinda expensive :(",https://itunes.apple.com/us/reviews/id595033730,cocksucker678&,1.11,3,"It's a great and app and all I would defendly recommend this app,but the shoes I want are kinda overpriced!",2017-08-12 16:33:20
Great App,https://itunes.apple.com/us/reviews/id404823458,Yawn1732,1.11,5,This app is amazing it has great prices and a wide variety of shoes from all budget ranges,2017-08-12 15:33:12
Need Some Work,https://itunes.apple.com/us/reviews/id338556815,Sole Krisis,1.11,3,"The app is great, but you should support sending to FPO boxes. I'm in the military stationed in Europe and I have to send shoes back home then have them sent to me, needless to say the process is too long and I'd very much appreciate it if we could skip the middle man.",2017-08-12 08:04:05
Legit 😁😁,https://itunes.apple.com/us/reviews/id540715404,Bryce Dukes,1.11,5,Bought 3 pairs of shoes here,2017-08-12 02:09:48
Pretty good,https://itunes.apple.com/us/reviews/id460395901,tooosavvv,1.11,5,I haven't received my shoes yet but for the most part this website is easy to use and really good shoes.,2017-08-11 18:50:10
Best ever for sneaker heads,https://itunes.apple.com/us/reviews/id481468748,Cruzitos831,1.11,5,I love buying shoes from here always real and it's worth it guaranteed any sneaker,2017-08-11 03:23:12
Great app,https://itunes.apple.com/us/reviews/id568706040,Crep Protect,1.11,5,100/10,2017-08-11 00:18:53
Love This,https://itunes.apple.com/us/reviews/id20230561,Ischia123,1.11,5,GOAT is pretty dope. It's easy to search for what shoe you want and easy to buy. Impossible to get scammed. Only thing I don't like is that they don't have all the color ways for shoes but they always add more,2017-08-10 21:30:59
No reply,https://itunes.apple.com/us/reviews/id21364305,songdasol,1.11,1,I submitted a request to sell my shoes but they haven't replied yet. It's been 3 weeks.,2017-08-10 20:56:15
Good app,https://itunes.apple.com/us/reviews/id330302757,bmxican123,1.11,5,Great app to get authentic kicks,2017-08-10 16:17:34
Very secure and sneakers are legit 💯,https://itunes.apple.com/us/reviews/id344247424,Ala200045,1.11,5,You don't need to worry about being scammed,2017-08-10 15:57:40
Works exactly as advertised,https://itunes.apple.com/us/reviews/id137118463,It's me deal with it!,1.11,5,"Ordered myself some Yeezy Powerphases, got shipping updates frequently, and got my shoes a day ahead of schedule. Stock X had a better price at the time but for some reason I've been permanently banned from Stock X even though all I did was try to buy shoes. Thank you, GOAT, for actually allowing me to give you money. Anyway, great app, clean interface, very user friendly, and works as advertised. Great sneaker buying guide experience and would definitely use GOAT again.",2017-08-10 08:14:50
Goat app,https://itunes.apple.com/us/reviews/id258221814,BeastiBoyz,1.11,5,I love this app,2017-08-10 06:10:10
Great app,https://itunes.apple.com/us/reviews/id26343015,Mrdenis1,1.11,5,This the best after market shoe community and great app!!,2017-08-10 02:57:35
Great,https://itunes.apple.com/us/reviews/id364708073,MinecraftHunger12,1.11,5,Really great,2017-08-09 23:17:36
Good,https://itunes.apple.com/us/reviews/id104736660,Parkerx386,1.11,5,It's a very good app,2017-08-09 21:59:28
Great for beginner sneaker heads,https://itunes.apple.com/us/reviews/id111614912,g255789co,1.11,5,Great app for beginner sneaker head because of great low prices and the option to buy sneakers used. Awesome for starting your collection👍🏻,2017-08-09 20:52:02
So far everything is great!,https://itunes.apple.com/us/reviews/id226391607,Ohiseeanne,1.11,5,"Great app, dependable & very up to date with trends.",2017-08-09 18:57:39
Great sneaker app,https://itunes.apple.com/us/reviews/id427600585,djgfygftggffyvc,1.11,5,My favorite place to buy sneakers because always legit and at a fair price,2017-08-09 18:53:55
Perfect,https://itunes.apple.com/us/reviews/id459930274,Tamanashabra,1.11,5,"First time using this app and from my experience it was really good. But there was only one problem. The price changes from what is showed. When you click on the shoe of your choice and click buy, it shows way different price or more expensive price. Other than that the app is perfect.",2017-08-09 17:59:17
Love it!,https://itunes.apple.com/us/reviews/id362277773,HillaMonster,1.11,5,Addicting!,2017-08-09 17:28:04
My favorite sneaker app,https://itunes.apple.com/us/reviews/id430055262,Drew_miller2,1.11,5,This is is out here killing the game. They are 100% legit and when you buy off of here you know you are getting authentic sneakers. Would recommend 100%!,2017-08-09 16:45:39
My go to sneaker app,https://itunes.apple.com/us/reviews/id422293240,KahleelShykee,1.11,5,"I love GOAT! They've hooked me up with so many grails that I have wanted over the years. Affirm is a great way of making payments for me considering that I do have the money to pay it off, helps credit, & I am a impulsive buyer! So many new & used kicks for sometimes steal prices, can't complain at all! Great way to go & I support 100%.",2017-08-09 03:41:42
Litt🔥🔥🔥🔥🔥,https://itunes.apple.com/us/reviews/id600745323,🔥💯💸👟,1.11,5,This app is crazy cool I wish they had more like this,2017-08-08 23:41:18
Like it so far,https://itunes.apple.com/us/reviews/id488991899,Pretty_mami24,1.11,5,I just downloaded the app and so far I'm loving the prices,2017-08-08 20:44:54
Everyone Else Is Competing for 2nd Place...,https://itunes.apple.com/us/reviews/id102019485,grafxkid,1.11,5,"8/8/17 Update: This app has become its namesake. It really IS the ""GOAT"". I've run into issues at times...anywhere from cc fraud, to lost packages, to items arriving damaged.... and their customer service is THE BEST! Being able to start an ""in-app"" message to contact a customer rep if there's a problem or even if I have a question needing answered, and being notified through a pop-up notification that there's a response...is terrific! I couldn't ask for better service, really. (Unlike a competitor's app, where you can only contact them through email and they sometimes respond, or will respond and then drop off the face of the earth and you not hear from them again without them leaving their customer's satisfied). I've experienced the same or similar issues with other apps, and they just can't and don't compare to the service with GOAT. Sorry, but everyone else is competing for 2nd place. The ONLY thing I can nitpick with this time around is with ""Last Prices Sold"". Its given for each shoe size. Every sneaker buyer and seller knows that nearly every size shoe sells at a price different from the next size shoe. I'd like to know more specifics about not only the last prices sold, but the prices for which specific shoe sizes as well. It'd be more helpful for both sellers and buyers. Anyway, I'd just like to commend the GOAT APP team! We users all appreciate the hard work that goes into creating and maintaining the app as well as the behind the scenes efforts. And please...PLEASE continue to keep shipping at $10! Lol Keep up the great work!",2017-08-08 20:27:48
Extraordinary,https://itunes.apple.com/us/reviews/id556241791,PrestigeHvac,1.11,5,Great App will have use more in the future,2017-08-08 19:45:17
Best sneaker app ever,https://itunes.apple.com/us/reviews/id511122890,JacobAlecio,1.11,5,This app is so good for sneaker heads and it's just a really good app and I love it,2017-08-08 14:46:50
Amazing,https://itunes.apple.com/us/reviews/id27351282,CollinFPL,1.11,5,"I was contemplating buying some shoes off of GOAT for a long time. I never really knew that much about the app. Once I got my shoes and found out that they went through a verification process, I would recommend this app to anyone 10/10.",2017-08-08 13:18:01
Bored,https://itunes.apple.com/us/reviews/id365375882,Someone who loves case clicker,1.11,5,"I'm shitting and I'm bored so I have nothing else to do... so yeah...... Anyway, I had tacos for dinner so you can only imagine. 😂",2017-08-08 04:47:14
"""Oops try again""",https://itunes.apple.com/us/reviews/id443851560,dhogs1,1.11,3,Every time I try to use the app this comes up,2017-08-08 04:15:14
Real goat,https://itunes.apple.com/us/reviews/id511171357,Nicknamehind,1.11,5,If any one gives a 1 star rating they are just lairs.The real truth is that goat is the best app for selling high quality sneakers.Never worry about scam they make sure they verify and authenticate anything you buy before they ship.Plus they also give a card showing it is verified as a proof,2017-08-07 20:07:06
Good,https://itunes.apple.com/us/reviews/id478701162,Flocks waka Flockas,1.11,5,It was good,2017-08-07 17:57:05
This is great,https://itunes.apple.com/us/reviews/id122230961,Idizzle3,1.11,5,This app should've been invented a long time ago👌,2017-08-07 07:06:24
Great,https://itunes.apple.com/us/reviews/id536399277,Glxowz,1.11,5,I see some good shoes for great prices so I started to sell my own sneakers too but I bought a lot of shoes and the quality of them is great 🤘🏼💯,2017-08-07 05:51:12
I fw it 😍,https://itunes.apple.com/us/reviews/id515836385,Kvng Pokemon,1.11,5,"I purchased a shoe like a week ago and I got it less than a week now that's what I like and they real no one can get scammed and it's really easy to buy shoes, all I did was put my info and that's it, I just bought the shoe and like 5 days I got the shoes 🤙🏻",2017-08-06 19:26:37
This app is door,https://itunes.apple.com/us/reviews/id389507036,Landon talley,1.11,5,Best app to get shoes from and sell from . Also can't get scammed into buying fake shoes or buying fake shoes . Love this app,2017-08-06 05:13:55
"Order Shoes Easy, Get Them Quick",https://itunes.apple.com/us/reviews/id315132018,E. Bradley,1.11,5,App makes it easy to buy or sell shoes. I have bought and sold shoes on this app. Works Awesomely (I think that's a word. Lol),2017-08-05 20:29:14
Good app,https://itunes.apple.com/us/reviews/id41757305,abelillo,1.11,5,Just a good app,2017-08-05 20:18:32
Performs as listed,https://itunes.apple.com/us/reviews/id29112099,KeithPSr,1.11,5,The app does everything is states that it does,2017-08-05 18:06:26
Really good app,https://itunes.apple.com/us/reviews/id584272764,aidancastro,1.11,5,Awesome app to buy used and new shoes,2017-08-05 16:18:55
Great sneaker app!,https://itunes.apple.com/us/reviews/id537968769,James243453,1.11,5,"No need to worry about getting scammed because of how secure GOAT is. Every other sneaker app or website is very hard to buy or sell sneakers, and sometimes it can be very scary to buy them because you don't know if your are going to get scammed for your money. But with GOAT there is no need to be worried because of the great security they have to make sure all the sneakers are real and that you don't get scammed. This is my favorite app to buy and sell sneakers.",2017-08-04 23:34:41
Bad just bad,https://itunes.apple.com/us/reviews/id599079727,patricklaxer_21,1.11,1,This app sold me shoes I did not buy for $300 I am not happy about this I do not think this app is one you should get also never have the verity I need,2017-08-04 23:25:48
Content,https://itunes.apple.com/us/reviews/id595521589,jjtothemfj,1.11,5,Great authentic content,2017-08-04 23:10:30
Good,https://itunes.apple.com/us/reviews/id21587701,Jegoldbe,1.9.2,5,Good app,2017-08-04 19:53:45
Goat,https://itunes.apple.com/us/reviews/id505763261,niko247273,1.11,5,This app is the goat,2017-08-04 19:47:03
Great experience but...,https://itunes.apple.com/us/reviews/id481449531,Okabe v2,1.11,5,"Honestly as a buyer got no complaints. The only thing that bother me was the wait from the seller itself. It felt forever for the seller to send the shoes to the warehouse for verification. I was trying to get the shoes for a trip I was going to but couldn't. Overall great experience for my first purchase, I'm going to keep making purchases in the App. There's still lots of tweaks and stuff they can work on but love the app.",2017-08-04 15:25:57
God Like,https://itunes.apple.com/us/reviews/id544383862,Dre Drive,1.11,5,I bought some space jam 11s and with in a week they arrived ds and everything this app is truly the goat,2017-08-04 11:56:12
SCAM THIS APP IS TRASH NO BUYER PROTECTION,https://itunes.apple.com/us/reviews/id402294912,A$AP Beastmode,1.11,1,I got NEW SHOES with plenty defects. I documented them sent them and nothing. No help at all. Delete this app or turn back if you can.,2017-08-04 07:39:58
100% Authentic,https://itunes.apple.com/us/reviews/id598608181,LayneSwag,1.11,5,Swag shoes and they are always real.,2017-08-03 23:51:55
Better off with eBay,https://itunes.apple.com/us/reviews/id412302045,Dullah H,1.11,1,"I found shoes I wanted. Within 5 minutes of ordering the shoes, I found the same shoes half the price. I went to cancel the order. I couldn't cancel because the owner ""confirmed"" the sale. There's no cancel option once the owner accepts sale. It was within 5-10 minutes of me ordering the shoes. NEVER AGAIN.",2017-08-03 23:03:27
Filters,https://itunes.apple.com/us/reviews/id276467368,Blaket30,1.11,4,"App is excellent live the format and design but I feel that the filters tap If you are searching for a shoe should expand to more categories, like, price low to high, high to low etc to make finding a shoe easier for the customer",2017-08-03 18:49:45
Shoes timing,https://itunes.apple.com/us/reviews/id508003231,Hounds28,1.11,4,My shoes are never otw to me till I send an email to the site then my shoes status gets updated.,2017-08-03 16:23:00
Goat is the goat of shoe selling,https://itunes.apple.com/us/reviews/id492605544,sauceaveli17,1.11,5,Best shoe selling app ever,2017-08-03 06:51:11
Sellers Request Submitted,https://itunes.apple.com/us/reviews/id132117087,Abu Humza,1.11,1,I posted a pair of Vapormax to sell as a first time user. Received a Sellers Request Submitted will be notified by email response. No notification after 3 weeks and 4 transactions completed on Stock X in the same time frame. Tried to use this app but no success. 👎🏾,2017-08-03 06:02:07
Cool app,https://itunes.apple.com/us/reviews/id195533591,Fi Relli,1.11,5,Good so far! I am still unable/unapproved to sell shoes ...but I can buy.,2017-08-03 02:03:27
review,https://itunes.apple.com/us/reviews/id256285618,1264736538nnnn,1.11,5,great app and easy to use,2017-08-02 22:11:39
Needs better sorting,https://itunes.apple.com/us/reviews/id598089822,AhNoDude,1.11,4,Could use better sorting and other things like that but besides that it's a pretty great app,2017-08-02 18:30:55
GOAT app is great,https://itunes.apple.com/us/reviews/id142442417,Aidita3,1.11,5,It helps you find reliable sneakers for good prices,2017-08-02 18:03:44
Best App Ever,https://itunes.apple.com/us/reviews/id385345333,Matt0989,1.11,5,Hands down the best app for buying/selling or just looking at shoes ever!! Highly suggest you get this app right now!!,2017-08-02 17:27:52
Best sneaker sell/buy app on the market,https://itunes.apple.com/us/reviews/id467775264,Gturner19,1.11,5,Just copped 100% authentic Gamma 12's for $290. Best way to browse for sneakers you want and to also sell sneakers you want. Highly highly recommend.,2017-08-02 09:13:20
Best shoe app on app store,https://itunes.apple.com/us/reviews/id321484420,Swaggalious32,1.11,5,Best shoe app on app store by far,2017-08-02 02:55:01
Goat wow amazing,https://itunes.apple.com/us/reviews/id506600126,Pug lover 2005,1.11,5,This company is so good got 7 pairs of shoes in less than 2 days the shipping is really good Everthing clean good hard box wow love it.,2017-08-02 00:40:27
Amazing,https://itunes.apple.com/us/reviews/id489826107,SAMISCOIL,1.11,5,Have bought from Goat three times. I love it!,2017-08-01 23:16:08
Yeezys,https://itunes.apple.com/us/reviews/id326513626,CaPoDeTutti,1.11,5,I purchased the whites and the zebras and love them both! I really like the fact they inspect it themselves,2017-08-01 13:19:21
Hi,https://itunes.apple.com/us/reviews/id537789238,Luz 2005 tank,1.11,5,Love buying sneakers off of here,2017-07-31 23:59:33
Goat delivers!,https://itunes.apple.com/us/reviews/id411432789,Deevo49,1.11,5,"Got my Jordan Bred 11s from goat, first ever purchase from the app. The process was smooth they explained everything in detail and kept me updated step by step. Will definetly buy thru goat again soon. The offer option on shoes new and used is sweet.",2017-07-31 22:40:40
Cheaper than fight club,https://itunes.apple.com/us/reviews/id570031138,leylaandrade,1.11,5,Cop the app,2017-07-31 18:38:11
G,https://itunes.apple.com/us/reviews/id281079375,Noah spratt,1.11,5,Great app,2017-07-31 14:46:43
GOAT,https://itunes.apple.com/us/reviews/id347152560,drewski10117,1.11,5,Love how it's easy to find shoes and match certain prices. The GOAT app is a great app to use if you really love shoes,2017-07-31 11:26:50
Legit,https://itunes.apple.com/us/reviews/id460794189,Kevin ( Compton Ca),1.11,5,Dope shoe app,2017-07-31 09:45:32
Awesome,https://itunes.apple.com/us/reviews/id139994799,A13467$$$?);?fgghf$;),1.11,5,Awesome app!,2017-07-31 07:58:22
Amazing,https://itunes.apple.com/us/reviews/id538053249,JcPortugal,1.11,5,Great app to get fire kicks from,2017-07-30 20:42:49
I'm a size 4 in men's,https://itunes.apple.com/us/reviews/id85283809,app not made for small feet,1.11,2,"I'm a 5.5 in women's and this is considered a person problem most likely but, I've just found more luck with the Nike sneakers app in terms on luck of finding my size in a rare shoe. This app is still quality but not for women with small feet.",2017-07-30 19:54:24
Great App For Sneakers,https://itunes.apple.com/us/reviews/id281539318,K-Savage,1.11,5,It's Legit,2017-07-30 15:02:07
EZ 2 use ✊🏾,https://itunes.apple.com/us/reviews/id556515583,Ray.Loso,1.11,5,One of my favorite apps by far it's just that simple 😊,2017-07-30 11:15:47
Very easy to operate,https://itunes.apple.com/us/reviews/id112473582,Peter62689,1.11,5,"Dope, easy to search. They just need to update their collections.",2017-07-30 09:25:43
Nice,https://itunes.apple.com/us/reviews/id507678063,Suhcuz,1.11,5,Well designed app,2017-07-30 04:28:43
Enjoyable,https://itunes.apple.com/us/reviews/id142282106,Monkeyz1100100,1.11,4,Yes,2017-07-30 01:58:32
You got to be lucky!,https://itunes.apple.com/us/reviews/id594292165,the unlucky one!,1.10,1,You got to be lucky to get a good one on the first pair they send.,2017-07-30 00:49:02
Brilliant,https://itunes.apple.com/us/reviews/id596450129,jfkelleyjr,1.11,4,Great app with a great build. Could use an option that allows you to set a price range.,2017-07-29 23:42:45
Weak!!!,https://itunes.apple.com/us/reviews/id111710331,guamsFINEZT,1.11,1,Drawings are suspect,2017-07-29 23:40:17
Awesome app!,https://itunes.apple.com/us/reviews/id375282322,Jammer780,1.11,5,I love it I love it,2017-07-29 17:09:22
.,https://itunes.apple.com/us/reviews/id493384021,Shoeegoat,1.11,5,This app is great allows you to have a chance without the hassle of fighting bots,2017-07-29 13:13:20
I think it's great but...,https://itunes.apple.com/us/reviews/id538271473,StarSnipe,1.11,4,You should have at least a 10% discount for buying the shoes on the app,2017-07-29 01:20:52
"Confident, secure, and sneaker heads.",https://itunes.apple.com/us/reviews/id459379148,Yung Ado,1.11,5,These three things are what makes up the GOAT app. It's confident in being the middle man in exchanging and selling sneakers for prices at retail and below. They're a secure sneaker seller brand and have your shoes and wallet in safe hands. But one thing that ties this app all together is how appealing the app is to us sneaker heads which allows us to buy & sell shoes like they should. I've been using it for a while now and I respect the effort and time they put into GOAT to make it amazing!,2017-07-29 01:09:49
One of the best sneaker apps out there.,https://itunes.apple.com/us/reviews/id596013302,NickJakeV,1.11,5,"GOAT is one of the best sneaker apps in the market today. Their prices are great, and service is excellent. You are notified in every step in the delivery process, and sneakers are guaranteed authentic.",2017-07-28 23:16:57
Solid app,https://itunes.apple.com/us/reviews/id117786041,dle716,1.11,4,A really good app everything works as it should.  I just don't love the layout of the app.,2017-07-28 23:14:32
10/10,https://itunes.apple.com/us/reviews/id411424498,Jay.Craig,1.11,5,So good I love this app so much it's amazing,2017-07-28 23:03:01
😍💯,https://itunes.apple.com/us/reviews/id563911296,Allen charles xavier thompson,1.11,5,This app is the best,2017-07-28 21:32:18
Trash,https://itunes.apple.com/us/reviews/id389501453,Ffggghhjjj,1.11,1,I didn't win goat summer promotion,2017-07-28 21:13:19
Great App,https://itunes.apple.com/us/reviews/id220208343,Alfee 2.0,1.11,5,Great app! Easy to navigate and to buy/sell shoes.,2017-07-27 19:11:26
Very loyal app,https://itunes.apple.com/us/reviews/id370497483,| ( • _ • )|,1.11,5,"This app ""goat app"" is everything but unreliable. Guaranteed authentic sneaker every purchase from this platform. I definitely recommend!",2017-07-27 19:03:17
Awesome app,https://itunes.apple.com/us/reviews/id595537564,jettyboom351,1.11,5,Best shoe app I've used ever,2017-07-27 18:49:34
GREATEST OF ALL TIME,https://itunes.apple.com/us/reviews/id595537152,Victor Cardoza,1.11,5,No wonder why it's called goat it's the best sneaker app out there #shoutoutQias,2017-07-27 18:47:47
👍🏾,https://itunes.apple.com/us/reviews/id123295782,BlueT2121,1.11,5,Great app,2017-07-27 18:47:55
GOAT,https://itunes.apple.com/us/reviews/id216699715,Jelly Splash Yay,1.11,5,Its the GOAT,2017-07-27 18:42:41
GOAT APP,https://itunes.apple.com/us/reviews/id158475669,dtripps20,1.11,5,Very trustful and good shoes for cheap prices too! Awesome app! 5 stars!,2017-07-27 18:28:45
Title says it all,https://itunes.apple.com/us/reviews/id43083616,mikeerox,1.11,5,"Beyond user friendly, perfect for buying and selling, and keeps you up to date with releases!",2017-07-27 18:23:28
Very clean and dope app,https://itunes.apple.com/us/reviews/id417738964,Dante M H,1.11,5,Buying and selling sneakers with confidence,2017-07-27 18:19:19
Best app ever!!!,https://itunes.apple.com/us/reviews/id493926778,Jcdammert,1.11,5,Best app ever!! Find every shoe here. Every season there is a special. Buy and Sell sneakers new or used. I recommend this 100%. The prices are better than other than other places. 100% ligit. They check the shoes you sell and send the the buyer. I love it!,2017-07-27 14:51:33
Lit,https://itunes.apple.com/us/reviews/id276983439,T Slida,1.11,5,Innovative. New Fresh. I Love This App. Truly Refreshing.,2017-07-27 14:43:56
Great,https://itunes.apple.com/us/reviews/id485318487,Veca Shockwave,1.11,5,An amazing app to buy and sell shoes off of,2017-07-27 12:35:18
Dope,https://itunes.apple.com/us/reviews/id579927742,TheNextDon,1.11,5,DOOOOOOPPPPEEE!!,2017-07-27 10:24:05
No trouble,https://itunes.apple.com/us/reviews/id144208527,2025dude,1.11,4,Pretty great app so far,2017-07-27 09:25:23
Good app but,https://itunes.apple.com/us/reviews/id595324372,Water is nice,1.11,4,I bought a pair of space jam 11 brand new and when they came in it had scratches and a small amount of scuffs but other than that it's great,2017-07-27 08:42:33
Horrible,https://itunes.apple.com/us/reviews/id595290503,hate ut,1.11,1,I bought these shoes for 1.5k and on eBay they are for 1.2k and when I wanted to return it it said sorry no refunds,2017-07-27 07:06:47
Best Sneaker App there is,https://itunes.apple.com/us/reviews/id422873333,Dahmss,1.11,5,"I ordered me some flu game 12s. Was scared the whole time waiting for my 12s. Once it got here opened the box, GOAT letter was in ""Authenticated by J"" opened the wrapper in box BOOM! Best app there is for buying and selling sneakers",2017-07-27 06:59:43
The best app,https://itunes.apple.com/us/reviews/id460795474,Escamilla👌🏽,1.11,5,Very good prices but i don't get why the shoes without box or used are not that different on the price points,2017-07-27 05:32:08
Top of the line,https://itunes.apple.com/us/reviews/id284270616,BronxSneakerHead,1.11,5,Sneaker everything legit and verified! A+,2017-07-27 04:55:06
Best app for sneaker heads,https://itunes.apple.com/us/reviews/id585830887,JDYEEZY23,1.11,5,Great deals on shoes that are hard to find.,2017-07-27 04:14:26
Great app,https://itunes.apple.com/us/reviews/id511489663,D💸,1.11,5,Great app for finding the most exclusive shoes for a pretty good price. Super user friendly and is really easy to use and understand. The layout of everything is great and very organized and always has the shoes I'm looking for.,2017-07-27 03:04:25
Best show app ever,https://itunes.apple.com/us/reviews/id595210711,yvng💎,1.11,5,Very easy to buy shoes off of this app,2017-07-27 03:01:07
AMAZING APP DOWNLOAD NOW,https://itunes.apple.com/us/reviews/id595207028,chrissneakerhead321,1.11,5,This app called goat is honestly so helpful for sneaker heads. Buy sell and sell shoes for decent princes and u know there legit. I recommend this app for sneaker heads,2017-07-27 02:48:15
Very Good,https://itunes.apple.com/us/reviews/id477981442,Kevin Caro,1.11,5,I have bought some shoes and they were real. NO FAKES,2017-07-27 02:38:11
Best sell/resell app to date,https://itunes.apple.com/us/reviews/id595188423,hypebeastm8,1.11,5,This app is very reliable and useful.,2017-07-27 01:42:22
Awesome app,https://itunes.apple.com/us/reviews/id367435653,Jrunk Jraper,1.11,5,"I love this app, it's easy to navigate and look for the right sneaker that you're trying to buy.",2017-07-27 01:20:16
Best shoe app in the game,https://itunes.apple.com/us/reviews/id175033095,Landon Comanso24,1.11,5,Truly best place to seek great sneakers new or used at a affordable price. By far an enjoyment every time I open the app,2017-07-27 00:41:29
Best app,https://itunes.apple.com/us/reviews/id424335489,NoganEvlogs,1.11,5,Best show app 10 out of 10 quality cuz,2017-07-27 00:39:08
🐐 app,https://itunes.apple.com/us/reviews/id399929011,123thatsenoughforme,1.11,5,"Great place to buy shoes, they came in great 👍🏻",2017-07-27 00:27:08
Great App,https://itunes.apple.com/us/reviews/id234044205,Wpb44553365,1.11,5,Awesome App!!,2017-07-27 00:15:53
Fantastic!,https://itunes.apple.com/us/reviews/id154601265,Dragen123,1.11,5,I've bought two shoes off of this app and both times I was more than satisfied. I'm so grateful that there was a place that is able to get you the type of footwear you're looking for if you're looking for some limited edition shoes that you can't find in stores. I'm so glad I found this app!,2017-07-27 00:02:10
Goat,https://itunes.apple.com/us/reviews/id487969579,dgk28,1.11,5,"Great app for any sneaker you are looking for, authentic shoes all around and fair prices. Recommend it for any sneaker head out there. All types of shoes are in here, not just Jordan's or Nike.",2017-07-26 23:32:15
Hey it's pretty good,https://itunes.apple.com/us/reviews/id163147836,Andrew Maxie,1.11,5,Pretty good app👍,2017-07-26 23:14:24
Great service,https://itunes.apple.com/us/reviews/id595147355,chonlopez,1.10,5,Easy way to get the shoes you want with 100% guarantee fake check,2017-07-26 22:50:12
Good app,https://itunes.apple.com/us/reviews/id534458168,griffin2oo7,1.11,5,Got Kobe 11s for $60 they are good quality,2017-07-26 22:41:55
This app is GOAT,https://itunes.apple.com/us/reviews/id273307089,DanielKientzle,1.11,5,The Goat,2017-07-26 22:14:03
Awesome App,https://itunes.apple.com/us/reviews/id120311714,gmaleek,1.11,5,Awesome App with high quality products!!,2017-07-26 21:18:08
Great app,https://itunes.apple.com/us/reviews/id401060049,Abdulpatel,1.11,5,"Great app, good promotions",2017-07-26 21:17:16
Best and really reliable shoe app,https://itunes.apple.com/us/reviews/id455663538,Jonjon1234532,1.11,5,I love this app,2017-07-26 20:55:02
I like it,https://itunes.apple.com/us/reviews/id225883850,Nincompoops,1.11,4,Very cool,2017-07-26 20:17:50
Goat,https://itunes.apple.com/us/reviews/id553353866,Kick on Fire is fire🔥🔥🔥🔥🔥,1.11,5,Best app for sneaker,2017-07-26 20:13:30
GOAT,https://itunes.apple.com/us/reviews/id404110342,🅰lmighty,1.11,5,Great App,2017-07-26 20:04:14
GOAT,https://itunes.apple.com/us/reviews/id508681171,Padlock spend chicks,1.11,5,GOAT,2017-07-26 20:04:38
Great,https://itunes.apple.com/us/reviews/id374826693,kyle_chase28,1.11,5,Best shoe app hands down,2017-07-26 19:55:14
Goat,https://itunes.apple.com/us/reviews/id416346875,Futurepotential24,1.11,5,"Great app, deserves the name it has",2017-07-26 19:47:08
🤑,https://itunes.apple.com/us/reviews/id595096317,kurama989,1.11,5,Loving getting these sneakers for under retail thanks 🐐,2017-07-26 19:27:27
Great app,https://itunes.apple.com/us/reviews/id424587163,YoMama456,1.11,5,"App is enjoyable, easy, and simple to use and I don't have trouble with really anything on the app!",2017-07-26 19:09:17
Great app,https://itunes.apple.com/us/reviews/id595089473,Josh Matsh,1.11,5,It is a very well made app with very little flaws. It is cool and easy to use.,2017-07-26 19:03:12
The best,https://itunes.apple.com/us/reviews/id415255791,EtheBarber,1.11,5,Best shoe app,2017-07-26 18:58:22
Dope app,https://itunes.apple.com/us/reviews/id466080647,Bsksmfnd,1.11,5,"Overall a really good app for sneaker shopping, has every shoe you're looking for",2017-07-26 18:50:55
Really good,https://itunes.apple.com/us/reviews/id251847535,Master de Swag,1.11,5,Good for buying sneakers,2017-07-26 18:47:36
Pure Money Retro 4's,https://itunes.apple.com/us/reviews/id504036680,Sammy200103,1.11,4,Ordered them last night waiting to stunt on them fools at school,2017-07-26 18:29:39
Goat review and rating,https://itunes.apple.com/us/reviews/id134127824,Ghgxgdjgfsxdoktogetyks,1.11,5,Best sneaker app I've had so far,2017-07-26 18:25:40
Shoes on shoes on shoes,https://itunes.apple.com/us/reviews/id120110124,FamSiiLLY,1.11,5,Whatever you like they got for all kind of prices!!!!!,2017-07-26 18:21:22
Authentic and cheap,https://itunes.apple.com/us/reviews/id310126367,Zach Shirley,1.11,5,Great way to find authentic shoes new and used. People compete with each other on pricing which helps you get the best deal!,2017-07-26 18:12:38
Great App,https://itunes.apple.com/us/reviews/id595067750,PoorlyTrained,1.11,5,"This is my personal favorite app to sell new or used shoes and buy new or used shoes, really great app overall",2017-07-26 17:53:03
Lit app,https://itunes.apple.com/us/reviews/id502942097,og papa bless,1.11,5,"I've never had a problem with the app, all the shoes come on time and In a few days, all the shoes I've ordered have come in and have been in perfect condition",2017-07-26 17:52:27
Great,https://itunes.apple.com/us/reviews/id506260999,Mr Saladbar,1.11,5,Best sneaker place to shop never once screwed me over the prices are great and they are all real I love this app,2017-07-26 15:27:56
